6.97546e-02,9.81852e-02,7.32799e-03
1.82282e-02,2.29826e-02,7.30250e-03
2.30891e-02,2.10406e-02,7.22717e-03
2.04105e-02,3.05258e-02,9.15327e-03
1.32610e-02,2.88134e-02,1.05748e-02
8.13373e-03,2.04129e-02,8.97101e-03
5.76297e-03,1.25871e-02,7.80054e-03
4.34638e-03,9.08837e-03,6.66945e-03
3.25045e-03,8.37150e-03,5.77682e-03
2.47716e-03,7.62406e-03,5.07753e-03
1.93514e-03,6.31051e-03,4.58756e-03
1.47661e-03,4.91539e-03,4.21755e-03
1.11361e-03,3.84906e-03,3.92383e-03
8.89792e-04,3.17143e-03,3.62583e-03
7.50068e-04,2.65154e-03,3.40612e-03
6.38535e-04,2.14109e-03,3.20995e-03
5.29431e-04,1.69148e-03,3.01094e-03
4.30630e-04,1.40115e-03,2.80441e-03
3.51075e-04,1.24980e-03,2.64505e-03
2.89637e-04,1.13333e-03,2.47042e-03
2.41247e-04,1.03391e-03,2.31652e-03
2.02403e-04,8.91654e-04,2.14576e-03
1.71464e-04,7.37809e-04,1.98127e-03
1.67652e-04,6.11072e-04,1.87535e-03
1.66663e-04,5.13528e-04,1.76856e-03
1.51375e-04,4.34162e-04,1.67453e-03
1.27771e-04,3.69967e-04,1.57392e-03
1.03426e-04,3.21480e-04,1.45426e-03
8.47615e-05,2.84932e-04,1.37425e-03
7.29873e-05,2.53779e-04,1.31217e-03
