1.21194e-15,4.40468e-01,4.40468e-01,4.40468e-01
8.56603e-16,4.40468e-01,4.40468e-01,4.40468e-01
8.26006e-16,4.40468e-01,4.40468e-01,4.40468e-01
8.20648e-16,4.40468e-01,4.40468e-01,4.40468e-01
8.22023e-16,4.40468e-01,4.40468e-01,4.40429e-01
8.13513e-16,4.40468e-01,4.40468e-01,4.40087e-01
8.21891e-16,4.40468e-01,4.40468e-01,4.39073e-01
8.26789e-16,4.40468e-01,4.40468e-01,4.37051e-01
8.21803e-16,4.40468e-01,4.40468e-01,4.33188e-01
8.20683e-16,4.40468e-01,4.40468e-01,4.26811e-01
8.24192e-16,4.40468e-01,4.40468e-01,4.18122e-01
8.34480e-16,4.40468e-01,4.40468e-01,4.07870e-01
8.22777e-16,4.40468e-01,4.40468e-01,3.95559e-01
8.30695e-16,4.40468e-01,4.40468e-01,3.77802e-01
8.34368e-16,4.40468e-01,4.40468e-01,3.57242e-01
8.44238e-16,4.40468e-01,4.40468e-01,3.35276e-01
8.43470e-16,4.40468e-01,4.40468e-01,3.09874e-01
8.43452e-16,4.40468e-01,4.40468e-01,2.83883e-01
8.40935e-16,4.40468e-01,4.40468e-01,2.56094e-01
8.42505e-16,4.40468e-01,4.40468e-01,2.31087e-01
8.36377e-16,4.40468e-01,4.40468e-01,2.08555e-01
8.37874e-16,4.40468e-01,4.40468e-01,1.92309e-01
8.35356e-16,4.40468e-01,4.40468e-01,1.84455e-01
8.35675e-16,4.40468e-01,4.40468e-01,1.83538e-01
8.38004e-16,4.40468e-01,4.40468e-01,1.91788e-01
8.35488e-16,4.40468e-01,4.40468e-01,2.06244e-01
8.21887e-16,4.40468e-01,4.40468e-01,2.24400e-01
8.19181e-16,4.40468e-01,4.40468e-01,2.44020e-01
8.15183e-16,4.40468e-01,4.40468e-01,2.63553e-01
8.01359e-16,4.40369e-01,4.40468e-01,2.80751e-01
8.17416e-16,4.40141e-01,4.40468e-01,2.94728e-01
8.07916e-16,4.39791e-01,4.40468e-01,3.05073e-01
8.05134e-16,4.39329e-01,4.40468e-01,3.11579e-01
7.98273e-16,4.38733e-01,4.40468e-01,3.14313e-01
7.80155e-16,4.37392e-01,4.40468e-01,3.14483e-01
7.82067e-16,4.35624e-01,4.40468e-01,3.10665e-01
7.90688e-16,4.33446e-01,4.40468e-01,3.01396e-01
8.00734e-16,4.31513e-01,4.40468e-01,2.90102e-01
8.07745e-16,4.30021e-01,4.40468e-01,2.77842e-01
8.05568e-16,4.28237e-01,4.40468e-01,2.62475e-01
7.98004e-16,4.25087e-01,4.40468e-01,2.48252e-01
8.08914e-16,4.21269e-01,4.40468e-01,2.34636e-01
7.97178e-16,4.17236e-01,4.40468e-01,2.21335e-01
8.03127e-16,4.14144e-01,4.40468e-01,2.08428e-01
7.98582e-16,4.10758e-01,4.40468e-01,1.95313e-01
7.96641e-16,4.07155e-01,4.40468e-01,1.83158e-01
8.07088e-16,4.01844e-01,4.40468e-01,1.71678e-01
8.02566e-16,3.96650e-01,4.40468e-01,1.62067e-01
7.95470e-16,3.91965e-01,4.40468e-01,1.55176e-01
8.03145e-16,3.87839e-01,4.40468e-01,1.48675e-01
7.97500e-16,3.84345e-01,4.40468e-01,1.42916e-01
8.06443e-16,3.81104e-01,4.40468e-01,1.39972e-01
8.01423e-16,3.78333e-01,4.40468e-01,1.37689e-01
8.02624e-16,3.75597e-01,4.40468e-01,1.38650e-01
7.94771e-16,3.72654e-01,4.40468e-01,1.39888e-01
8.01664e-16,3.70960e-01,4.40468e-01,1.41696e-01
7.98481e-16,3.69671e-01,4.40468e-01,1.43285e-01
8.04966e-16,3.67859e-01,4.40468e-01,1.45978e-01
7.95200e-16,3.65517e-01,4.40468e-01,1.48714e-01
7.97134e-16,3.64626e-01,4.40468e-01,1.52141e-01
8.03494e-16,3.64691e-01,4.40468e-01,1.55354e-01
8.12057e-16,3.62586e-01,4.40468e-01,1.58119e-01
7.94164e-16,3.60633e-01,4.40468e-01,1.61141e-01
8.06065e-16,3.59031e-01,4.40468e-01,1.62296e-01
8.09115e-16,3.57788e-01,4.40468e-01,1.63641e-01
7.95436e-16,3.58403e-01,4.40468e-01,1.63869e-01
7.93548e-16,3.59296e-01,4.40468e-01,1.62919e-01
7.96772e-16,3.59514e-01,4.40468e-01,1.61397e-01
8.02361e-16,3.59086e-01,4.40468e-01,1.59299e-01
8.04362e-16,3.58372e-01,4.40468e-01,1.57164e-01
7.99344e-16,3.57982e-01,4.40468e-01,1.54670e-01
8.02855e-16,3.59198e-01,4.40468e-01,1.52504e-01
8.03922e-16,3.60265e-01,4.40468e-01,1.49534e-01
8.02860e-16,3.60883e-01,4.40468e-01,1.46287e-01
8.05083e-16,3.59249e-01,4.40468e-01,1.42536e-01
7.97963e-16,3.57374e-01,4.40468e-01,1.38530e-01
8.04315e-16,3.56357e-01,4.40468e-01,1.33998e-01
8.16355e-16,3.56462e-01,4.40468e-01,1.29877e-01
7.95616e-16,3.53241e-01,4.40468e-01,1.26571e-01
7.98823e-16,3.49477e-01,4.40468e-01,1.23358e-01
8.01656e-16,3.45452e-01,4.40468e-01,1.20901e-01
7.99186e-16,3.41828e-01,4.40468e-01,1.19510e-01
8.07703e-16,3.37850e-01,4.40468e-01,1.18873e-01
8.03165e-16,3.35475e-01,4.40468e-01,1.18329e-01
8.06815e-16,3.32483e-01,4.40468e-01,1.18432e-01
8.01567e-16,3.29407e-01,4.40468e-01,1.18968e-01
7.92238e-16,3.26978e-01,4.40468e-01,1.19723e-01
8.09127e-16,3.23645e-01,4.40468e-01,1.19923e-01
8.13962e-16,3.19590e-01,4.40468e-01,1.20495e-01
8.03119e-16,3.15059e-01,4.40468e-01,1.22029e-01
8.00679e-16,3.12242e-01,4.40468e-01,1.22612e-01
8.08025e-16,3.08846e-01,4.40468e-01,1.23638e-01
7.85503e-16,3.05400e-01,4.40468e-01,1.24001e-01
8.14418e-16,3.02092e-01,4.40384e-01,1.23615e-01
7.97770e-16,2.98320e-01,4.40125e-01,1.22824e-01
8.04184e-16,2.97431e-01,4.39872e-01,1.22493e-01
8.05877e-16,2.96870e-01,4.39625e-01,1.22146e-01
7.99739e-16,2.96815e-01,4.39385e-01,1.21503e-01
8.01638e-16,2.97629e-01,4.39150e-01,1.20314e-01
8.05790e-16,2.96110e-01,4.38921e-01,1.18653e-01
7.92279e-16,2.95554e-01,4.38818e-01,1.16426e-01
8.07887e-16,2.95402e-01,4.38593e-01,1.14376e-01
