2.27953e+06,1.59796e+06,3.23433e+06
2.12198e+06,1.53117e+06,3.06139e+06
1.95265e+06,1.54389e+06,2.89171e+06
1.90429e+06,1.60220e+06,2.74583e+06
1.90063e+06,1.66623e+06,2.61578e+06
1.87106e+06,1.71199e+06,2.50078e+06
1.83504e+06,1.73362e+06,2.40278e+06
1.81028e+06,1.73693e+06,2.32371e+06
1.79408e+06,1.73077e+06,2.25996e+06
1.78153e+06,1.72228e+06,2.20803e+06
1.77252e+06,1.71686e+06,2.16418e+06
1.76700e+06,1.71520e+06,2.12602e+06
1.76347e+06,1.71634e+06,2.09208e+06
1.76027e+06,1.71891e+06,2.06230e+06
1.75717e+06,1.72177e+06,2.03549e+06
1.75444e+06,1.72419e+06,2.01116e+06
1.75213e+06,1.72584e+06,1.98921e+06
1.75008e+06,1.72669e+06,1.96972e+06
1.74821e+06,1.72686e+06,1.95202e+06
1.74651e+06,1.72678e+06,1.93625e+06
1.74498e+06,1.72686e+06,1.92205e+06
1.74362e+06,1.72698e+06,1.90951e+06
1.74242e+06,1.72711e+06,1.89869e+06
1.74143e+06,1.72727e+06,1.88874e+06
1.74057e+06,1.72747e+06,1.87979e+06
1.73983e+06,1.72770e+06,1.87156e+06
1.73918e+06,1.72795e+06,1.86410e+06
1.73860e+06,1.72818e+06,1.85761e+06
1.73806e+06,1.72838e+06,1.85176e+06
1.73755e+06,1.72856e+06,1.84631e+06
