1.95539e-14,2.91787e+00,0.00000e+00
3.27189e-14,3.19073e+00,0.00000e+00
4.22055e-14,2.66190e+00,0.00000e+00
0.00000e+00,1.67760e+00,0.00000e+00
0.00000e+00,8.76224e-01,7.36218e-09
1.66499e-14,4.76889e-01,0.00000e+00
2.45876e-14,2.93968e-01,7.71229e-09
4.00758e-14,1.89268e-01,0.00000e+00
2.28452e-14,1.55304e-01,5.75498e-09
0.00000e+00,1.81809e-01,0.00000e+00
0.00000e+00,2.16796e-01,0.00000e+00
0.00000e+00,2.33277e-01,6.51731e-09
0.00000e+00,2.26341e-01,3.21722e-09
2.38132e-14,2.03821e-01,0.00000e+00
2.45876e-14,1.75899e-01,0.00000e+00
5.45960e-14,1.49344e-01,7.30472e-09
1.93603e-15,1.27049e-01,8.07798e-09
0.00000e+00,1.09792e-01,2.06849e-09
3.93014e-14,9.74045e-02,0.00000e+00
0.00000e+00,8.79191e-02,6.55592e-09
4.45287e-15,7.91940e-02,0.00000e+00
0.00000e+00,7.22414e-02,3.10772e-09
0.00000e+00,6.68745e-02,0.00000e+00
4.08502e-14,6.24831e-02,0.00000e+00
7.55052e-15,5.85877e-02,2.64676e-09
0.00000e+00,5.49815e-02,9.90513e-09
3.19445e-14,5.16553e-02,1.38620e-10
0.00000e+00,4.86657e-02,0.00000e+00
0.00000e+00,4.60242e-02,2.43153e-09
1.58754e-14,4.36656e-02,0.00000e+00
