5.96218e-02,2.35976e-01,4.79504e-02
1.04199e-01,4.97902e-02,2.96266e-02
9.22235e-02,4.96581e-02,2.44987e-02
7.14171e-02,8.69144e-02,2.14079e-02
6.12641e-02,1.03821e-01,1.93078e-02
5.53827e-02,9.60019e-02,1.77533e-02
5.11563e-02,7.36948e-02,1.65469e-02
4.79018e-02,5.21650e-02,1.55986e-02
4.52385e-02,4.34601e-02,1.48205e-02
4.29708e-02,4.46116e-02,1.41667e-02
4.09489e-02,4.54973e-02,1.36270e-02
3.90865e-02,4.31216e-02,1.31397e-02
3.73288e-02,3.85111e-02,1.27202e-02
3.56433e-02,3.36384e-02,1.23580e-02
3.40155e-02,2.99944e-02,1.20285e-02
3.24135e-02,2.80383e-02,1.17331e-02
3.08272e-02,2.73403e-02,1.14717e-02
2.92488e-02,2.71207e-02,1.12154e-02
2.76333e-02,2.67557e-02,1.09872e-02
2.59898e-02,2.60380e-02,1.07774e-02
2.43458e-02,2.50423e-02,1.05837e-02
2.25876e-02,2.39826e-02,1.03937e-02
2.08638e-02,2.30375e-02,1.02247e-02
1.91215e-02,2.22713e-02,1.00654e-02
1.73464e-02,2.16134e-02,9.91492e-03
1.55505e-02,2.09685e-02,9.76254e-03
1.37749e-02,2.02800e-02,9.62384e-03
1.20260e-02,1.95225e-02,9.48446e-03
1.03403e-02,1.87097e-02,9.35934e-03
8.78064e-03,1.78856e-02,9.23758e-03
7.38750e-03,1.70870e-02,9.11162e-03
6.18427e-03,1.63247e-02,8.99558e-03
5.20253e-03,1.55547e-02,8.88262e-03
4.47894e-03,1.48081e-02,8.77477e-03
4.01414e-03,1.40869e-02,8.67137e-03
3.69438e-03,1.33547e-02,8.57145e-03
3.45208e-03,1.26043e-02,8.46673e-03
3.26270e-03,1.18413e-02,8.36573e-03
3.13447e-03,1.10740e-02,8.26862e-03
3.04850e-03,1.03068e-02,8.18033e-03
2.97108e-03,9.54467e-03,8.08570e-03
2.87876e-03,8.77348e-03,7.99719e-03
2.75411e-03,8.02312e-03,7.90591e-03
2.59837e-03,7.30046e-03,7.81389e-03
2.43134e-03,6.62541e-03,7.72822e-03
2.24469e-03,5.98916e-03,7.64179e-03
2.05554e-03,5.43333e-03,7.56010e-03
1.86591e-03,4.93641e-03,7.47970e-03
1.68244e-03,4.54490e-03,7.39329e-03
1.50761e-03,4.26451e-03,7.30661e-03
1.34182e-03,4.06723e-03,7.21990e-03
1.18815e-03,3.91271e-03,7.13919e-03
1.04961e-03,3.77731e-03,7.05919e-03
9.27660e-04,3.65769e-03,6.97881e-03
8.22357e-04,3.57314e-03,6.89786e-03
7.32678e-04,3.49701e-03,6.81651e-03
6.57410e-04,3.41347e-03,6.73325e-03
5.91747e-04,3.31894e-03,6.65332e-03
5.37548e-04,3.21721e-03,6.57188e-03
4.95304e-04,3.10613e-03,6.49268e-03
4.60574e-04,2.98881e-03,6.41425e-03
4.31103e-04,2.86156e-03,6.33355e-03
4.05072e-04,2.72518e-03,6.25310e-03
3.81055e-04,2.59813e-03,6.17547e-03
3.59916e-04,2.48682e-03,6.09442e-03
3.38967e-04,2.39322e-03,6.01188e-03
3.17108e-04,2.32414e-03,5.93410e-03
2.95294e-04,2.28334e-03,5.85623e-03
2.73407e-04,2.26103e-03,5.77803e-03
2.51544e-04,2.24101e-03,5.69597e-03
2.29349e-04,2.21302e-03,5.61931e-03
2.06277e-04,2.16889e-03,5.54515e-03
1.84358e-04,2.08836e-03,5.46428e-03
1.64057e-04,1.99470e-03,5.38999e-03
1.45677e-04,1.88123e-03,5.31193e-03
1.29376e-04,1.74969e-03,5.23565e-03
1.15213e-04,1.61729e-03,5.15403e-03
1.03158e-04,1.49555e-03,5.07261e-03
9.31046e-05,1.39273e-03,4.98457e-03
8.48806e-05,1.31263e-03,4.89992e-03
7.75213e-05,1.25306e-03,4.81930e-03
7.12867e-05,1.21061e-03,4.73691e-03
6.59278e-05,1.17216e-03,4.64802e-03
6.19431e-05,1.12986e-03,4.56009e-03
5.84062e-05,1.07822e-03,4.47597e-03
