1.72852e-15,4.40586e+00,0.00000e+00
9.11247e-17,6.28068e+00,0.00000e+00
5.45688e-16,5.44814e+00,0.00000e+00
8.19578e-16,3.23156e+00,5.46472e-16
0.00000e+00,9.93741e-01,5.44775e-16
1.63812e-15,3.35634e-01,1.09258e-15
5.46284e-16,7.70787e-01,9.11247e-17
0.00000e+00,7.16069e-01,0.00000e+00
6.37799e-16,3.16939e-01,1.00210e-15
6.37232e-16,1.34183e-01,1.73250e-15
1.00216e-15,3.54663e-01,0.00000e+00
1.27559e-15,5.94554e-01,0.00000e+00
2.73114e-16,6.63454e-01,4.54920e-16
1.45729e-15,5.70041e-01,0.00000e+00
1.00138e-15,3.91784e-01,1.27295e-15
1.82271e-16,2.09507e-01,1.82076e-16
6.36332e-16,7.42631e-02,6.37153e-16
0.00000e+00,4.60647e-04,0.00000e+00
2.73406e-16,0.00000e+00,1.09329e-15
0.00000e+00,0.00000e+00,6.36520e-16
8.18958e-16,2.27161e-02,0.00000e+00
0.00000e+00,5.16614e-02,0.00000e+00
1.00087e-15,6.81719e-02,0.00000e+00
4.54463e-16,6.79570e-02,7.29083e-16
1.81592e-16,5.16708e-02,0.00000e+00
0.00000e+00,2.52387e-02,1.63780e-15
0.00000e+00,0.00000e+00,1.82169e-16
4.55166e-16,0.00000e+00,0.00000e+00
0.00000e+00,0.00000e+00,9.11354e-17
6.37198e-16,0.00000e+00,9.11247e-17
0.00000e+00,0.00000e+00,1.81986e-16
2.73114e-16,0.00000e+00,9.10982e-17
0.00000e+00,2.46491e-02,0.00000e+00
5.46301e-16,5.70843e-02,0.00000e+00
0.00000e+00,9.12324e-02,9.10283e-16
1.82076e-16,1.23905e-01,3.64393e-16
1.27580e-15,1.52744e-01,8.19469e-16
1.81896e-16,1.75706e-01,6.38454e-16
0.00000e+00,1.91863e-01,4.55645e-16
0.00000e+00,2.01547e-01,3.64446e-16
6.36701e-16,2.02290e-01,0.00000e+00
8.18675e-16,1.96526e-01,0.00000e+00
3.64121e-16,1.84595e-01,9.11354e-17
0.00000e+00,1.67018e-01,9.13470e-17
0.00000e+00,1.44751e-01,0.00000e+00
0.00000e+00,1.19834e-01,4.55115e-16
0.00000e+00,9.48449e-02,0.00000e+00
4.54920e-16,7.20034e-02,1.54851e-15
0.00000e+00,5.28882e-02,0.00000e+00
2.73077e-16,3.85626e-02,0.00000e+00
2.73618e-16,2.89124e-02,5.45688e-16
0.00000e+00,2.34507e-02,8.19327e-16
0.00000e+00,2.12199e-02,0.00000e+00
3.64152e-16,2.13715e-02,9.10218e-17
0.00000e+00,2.26768e-02,0.00000e+00
1.81592e-16,2.41712e-02,1.82076e-16
0.00000e+00,2.53849e-02,0.00000e+00
0.00000e+00,2.57070e-02,1.18318e-15
1.82066e-16,2.51787e-02,0.00000e+00
0.00000e+00,2.39194e-02,6.37794e-16
0.00000e+00,2.22647e-02,9.07959e-17
2.73406e-16,2.04533e-02,0.00000e+00
0.00000e+00,1.87094e-02,0.00000e+00
0.00000e+00,1.72176e-02,5.46529e-16
0.00000e+00,1.60169e-02,4.55491e-16
1.81592e-16,1.50812e-02,5.46348e-16
0.00000e+00,1.43583e-02,0.00000e+00
6.37539e-16,1.38012e-02,0.00000e+00
1.81896e-16,1.33443e-02,0.00000e+00
0.00000e+00,1.28931e-02,2.73243e-16
0.00000e+00,1.24209e-02,0.00000e+00
0.00000e+00,1.19204e-02,2.73391e-16
0.00000e+00,1.13537e-02,0.00000e+00
9.11354e-17,1.07193e-02,0.00000e+00
4.55349e-16,1.00363e-02,0.00000e+00
0.00000e+00,9.38916e-03,0.00000e+00
8.18982e-16,8.77915e-03,0.00000e+00
2.73396e-16,8.20048e-03,1.82066e-16
0.00000e+00,7.65301e-03,1.09201e-15
2.73295e-16,7.18577e-03,1.09322e-15
4.55035e-16,6.75300e-03,0.00000e+00
0.00000e+00,6.35182e-03,0.00000e+00
0.00000e+00,5.97799e-03,8.19884e-16
3.64133e-16,5.63824e-03,0.00000e+00
2.73066e-16,5.33150e-03,0.00000e+00
0.00000e+00,5.02246e-03,1.81896e-16
